CHR GENE Pval Pval_0.00 Pval_0.01 Pval_0.04 Pval_0.09 Pval_0.025 Pval_0.50 Pval_1.00
chr20 DEFB125 0.616121565070912 0.428252797866299 0.43226690043753 0.443868795283185 0.461225299277448 0.499374127924226 0.540315651971953 0.595052125248761
chr20 DEFB126 0.505676933808253 0.718583653610678 0.715456897006038 0.705152517886162 0.684759304425403 0.594915402682184 0.45294360272157 0.336897391093602
chr20 DEFB128 0.609583856465985 0.555335069067322 0.555165681379614 0.554645378960441 0.553738125244308 0.55050794150693 0.544532688869376 0.529863481892788
chr20 C20orf96 0.489333115088829 0.498846729537612 0.497177402171432 0.492062453801111 0.483207576404127 0.452889187019539 0.405583976265745 0.341011836133223
chr20 ZCCHC3 0.648671830760375 0.543760282174425 0.544983759749125 0.548655879641022 0.554777726078411 0.574292544130602 0.60404267251044 0.657169547604882
chr20 SOX12 0.181415600260571 0.321643660375498 0.316830135471291 0.302648106674945 0.279974376359099 0.21811329239327 0.158944820427488 0.118937043323071
chr20 NRSN2 1 0.951056831519246 0.951503611102818 0.953699268781987 0.960741951358546 1 1 0.805752539789947
chr20 TRIB3 0.868589818542595 0.678376129526616 0.684558581484828 0.701419428247692 0.724104614688121 0.779241656382805 0.862640777818716 0.7605371621874
chr20 FAM110A 0.849868579379315 1 1 1 1 1 1 0.762938163144334
chr20 ANGPT4 0.320753758286543 0.530402636849329 0.524604109281558 0.507664705636498 0.480870212326359 0.405978193210465 0.318292424680245 0.224177260514308
chr20 RSPO4 0.438649139572616 0.523101393007646 0.520511701077251 0.511990680400703 0.495167211119219 0.426990566618799 0.341766595564477 0.284578333687084
chr20 PSMF1 0.0304290409780286 0.0178500648769361 0.0183505352907961 0.0200621684003404 0.0236850810481983 0.0423230527794288 0.0901422421186236 0.246874884043217
chr20 RAD21L1 1 0.941930342634572 0.941769480934843 0.942239561316865 0.946259238818568 1 1 0.771080741353956
chr20 SDCBP2 1 1 1 1 1 1 1 0.907337130083314
chr20 SIRPB2 0.354812896344408 0.234919736758573 0.238611087032866 0.249990009975666 0.269795302104378 0.3372531723013 0.454468177437418 0.787911637535559
chr20 SIRPD 0.070262906927136 0.345953008662268 0.331702661787795 0.29220239302603 0.236504668227395 0.126807761973266 0.0674584844488501 0.0425301523840487
chr20 SIRPA 0.530840600479134 0.530083594896159 0.530106806279839 0.530176452494129 0.530292569745221 0.530664483226894 0.531246632156732 0.532412387865634
chr20 STK35 0.0348194634447139 0.133754967274256 0.128013162051654 0.112392685216538 0.091118961444988 0.0515262330952185 0.030609255983242 0.0217567518336165
chr20 LOC388780 0.180616963637704 0.135468889596598 0.136386540899279 0.139199679780303 0.144089651660897 0.161440466007056 0.193778417869941 0.277428053646943
chr20 TGM6 1 1 1 1 1 1 1 0.933490046362368
chr20 ZNF343 0.672935168703852 0.508019480266555 0.509935150577133 0.51558026918397 0.524581197501169 0.54882217524651 0.570467216212119 0.569768363701785
chr20 TMC2 0.530056376962948 0.631533305590724 0.630071046665558 0.625337474808693 0.616261104360749 0.577812078947428 0.503545216980044 0.398908650512984
chr20 NOP56 0.717264363568121 0.649380802807764 0.651023873344402 0.655270474528183 0.660074070802611 0.658797110731089 0.622825873038947 0.532643656971663
chr20 IDH3B 0.317086522910766 0.193359335290162 0.198574155751459 0.215101872425266 0.244491547031493 0.336753437467473 0.481424048660213 0.853872888649388
chr20 EBF4 0.701596799607928 0.569877737238722 0.572608096487326 0.580747850320649 0.59415492362154 0.636236584895361 0.70258117340652 0.806766605382466
chr20 CPXM1 1 1 1 1 1 1 1 1
chr20 C20orf141 0.225111273980453 0.344122538596552 0.34047465376257 0.32969563451431 0.3123119619324 0.26248076328762 0.205869072812306 0.154372419301978
chr20 FASTKD5 0.641187637284951 0.46443873601179 0.466159301666896 0.471008265278999 0.477923766080365 0.489893607593534 0.489757850475077 0.479048344965431
chr20 LZTS3 0.00113729393620032 0.00070603228072187 0.00068120810382512 0.000637594219348621 0.000642417074979545 0.000999865002914905 0.00185550407131993 0.00337604752806838
chr20 DDRGK1 0.613638435721792 0.450551344856746 0.454020178774955 0.464516080716532 0.482235940820541 0.539614185197311 0.628407664759381 0.785479955364586
chr20 SLC4A11 0.0259615685215929 0.10333779138599 0.0977668903143382 0.0830431530119716 0.0641201214756994 0.0333124172334202 0.0202283366906051 0.0157519428773837
chr20 GFRA4 0.751488763465276 0.759925693312381 0.760959657625956 0.763435744471355 0.765510618368746 0.756598145903117 0.707902570671842 0.586051480402854
chr20 ADAM33 0.589674820582778 0.855549590890936 0.846420711905454 0.821438294241161 0.785296531457046 0.694032499332591 0.588851545505333 0.452083323569428
chr20 SIGLEC1 0.66441388436454 0.503553690633101 0.506631981689184 0.515920288249177 0.531516762403073 0.581127100593194 0.65231320002904 0.745544477052579
chr20 HSPA12B 0.344842473577305 0.535028538736328 0.529352484237229 0.512587102141547 0.485535032250805 0.407170715416119 0.315242670049426 0.228803390805286
chr20 CENPB 0.816268462705825 0.624836262519418 0.630680040479478 0.6469899148237 0.670092771049643 0.728632237179132 0.851511678548482 0.910485535384257
chr20 MAVS 0.435663071792484 0.583081406113642 0.578548021993938 0.56518181571467 0.543691028715541 0.481499452252435 0.403547422488761 0.307580990532895
chr20 ADRA1D 0.308623193725662 0.259075168931855 0.256523114778964 0.249145151837289 0.23748967243863 0.206311257521218 0.186308048587148 0.187896121467419
chr20 PRNP 1 0.876559948896414 0.87657753068142 0.876454326261832 0.875669417491725 0.868609163627137 0.846656351179053 0.783675569813549
chr20 RASSF2 0.312228540341658 0.197946350800424 0.198477678757047 0.200083035291801 0.202620742818779 0.208464608694524 0.219095836752979 0.255419655296679
chr20 PROKR2 0.105989047345281 0.0982447460530376 0.0970667397140748 0.0937123626067324 0.0887005531004586 0.0770236663082468 0.0686863504884366 0.0684885026751614
chr20 C20orf196 0.0587233041725748 0.103455369334968 0.101393879905646 0.0954979087802731 0.0866338891660956 0.0657313132697791 0.0489648347932328 0.0384622797270939
chr20 CHGB 0.629519735519095 0.707430002430585 0.706352352607202 0.702347863763786 0.693282145648474 0.647959361030878 0.554771096700186 0.43459725882892
chr20 TRMT6 0.696513263264888 0.609884997771076 0.61073006806988 0.613261017729219 0.617463422477201 0.630740972246003 0.650748467351763 0.68637801228793
chr20 MCM8 0.121616436046765 0.0712871289987984 0.0717085971619889 0.0733112736259022 0.0770737153518445 0.0957343385635835 0.131010692014052 0.197017851259172
chr20 LRRN4 0.310727328765024 0.185596590321591 0.188096148354604 0.196186414444233 0.210776967946397 0.253230690740288 0.306546269750604 0.387841958586455
chr20 HAO1 0.521814560318456 0.39787004117549 0.399495585493963 0.404107745386205 0.410914127384789 0.426496118725027 0.44318199931813 0.480635323368192
chr20 TMX4 0.328081347390436 0.417997122616804 0.415469541574462 0.40796669249698 0.395734182384962 0.359045659783198 0.31023926986363 0.245437305158822
chr20 ANKEF1 0.827860559208254 0.736675479561647 0.740633815787274 0.751626366265758 0.767008958443619 0.79517148533153 0.783421390054193 0.655553553772409
chr20 MKKS 1 1 1 1 1 1 1 0.905642563597457
chr20 SLX4IP 0.828487060578605 0.956222125249531 0.956316326271027 0.957300074457955 0.96171782167821 1 1 0.674968360783445
chr20 ESF1 0.406780452749437 0.279124400978893 0.281440074982058 0.288556101680151 0.300951449113172 0.344371029581233 0.419293230337647 0.574413606760819
chr20 SEL1L2 0.259497239700934 0.170819342521352 0.174161978610378 0.184522754267679 0.202713253799269 0.265570751498214 0.380129486522813 0.774925061767362
chr20 KIF16B 0.854739271844984 0.722871185684162 0.727316321567783 0.739827175109992 0.75800964325281 0.799875273713115 0.818041784631994 0.682306102030288
chr20 BFSP1 0.192655847474946 0.27957027523594 0.277509591068756 0.271446031924467 0.261726920140905 0.233697855791024 0.198285013684772 0.151450746619193
chr20 RRBP1 0.120318526781876 0.0756887983123099 0.0774172576617786 0.0829687291830281 0.0935038213280956 0.138799737669691 0.245326803433762 0.619154045213945
chr20 SNX5 0.510320256815254 0.355903190656855 0.359993300564433 0.372426055192653 0.393551332819326 0.462707829261362 0.578329851265064 0.917923045376818
chr20 MGME1 0.639593530939383 0.559765391750903 0.560308451356855 0.561684011788304 0.563122009283678 0.560825073673555 0.541450896392678 0.49033496755701
chr20 OVOL2 0.302252874241901 0.187786354738273 0.192087581789189 0.205611101013623 0.229697553873643 0.310278328116714 0.443906929940553 0.809708135594894
chr20 KAT14 0.0353860390892777 0.0283381856111595 0.0290196820197927 0.0311847456701377 0.0352307093165856 0.0527803618427303 0.101454955533227 0.37705992862523
chr20 ZNF133 0.59242667545007 0.643649579854434 0.642490727872629 0.638324797174572 0.629168478047507 0.584495517516578 0.499418320366123 0.401019307949602
chr20 DZANK1 0.280865457313132 0.458224554329318 0.451642533510594 0.431881915294409 0.399054456103032 0.303928879969099 0.219100597062956 0.173140921751327
chr20 POLR3F 0.31850152350773 0.733110195483072 0.723181391979092 0.693442413941787 0.643900076866671 0.490269276069684 0.321016781599507 0.205671372037267
chr20 SEC23B 0.344128092319489 1 1 0.963136745138566 0.845440063760305 0.588218483716732 0.359867288557279 0.216442394522636
chr20 NAA20 0.329940131026036 0.217818333739017 0.219894991074383 0.226157657477561 0.236527610705861 0.267103130356861 0.311325782701461 0.406821761887304
chr20 CRNKL1 0.365395862505579 0.28856142850112 0.288799321849703 0.289517632431916 0.290728768061345 0.294690745709633 0.301000253135888 0.313515173475554
chr20 CFAP61 0.0475055912870586 0.03272889435335 0.0335521966525109 0.0362191447454703 0.0412587892172631 0.0607952211861264 0.0948376670238089 0.15658060272787
chr20 RALGAPA2 0.706299377750654 0.646956876630476 0.648425599514721 0.652147413244864 0.656062297923927 0.651084504254254 0.607648434027469 0.516269786586859
chr20 KIZ 1 0.848529335942103 0.849636290978332 0.852716245521032 0.857003033144241 0.86294266284645 0.849137896100184 0.775980999552124
chr20 NKX2-4 0.199505443630481 0.145104286491635 0.142790592387129 0.136542434139463 0.128325959332912 0.115906763073607 0.116708771821444 0.132682940840075
chr20 PAX1 0.0311763651840763 0.0297732861318546 0.028941998539765 0.0267102642398107 0.023779352094014 0.0192811968856879 0.0194761260135161 0.0249633583220759
chr20 SSTR4 0.782766312506866 0.597019319903342 0.600139076002356 0.608782395127411 0.620692932297664 0.641356522702394 0.64558221799035 0.599642274592139
chr20 CD93 0.574490164067035 0.728496836962455 0.727073590076888 0.721668765851106 0.708829387257908 0.638498606517774 0.507349666861297 0.389155816996352
chr20 CST11 0.314311862576417 0.225707206829356 0.227655564381626 0.23353926816887 0.243443119268197 0.275637140415964 0.329116640929171 0.460932434123016
chr20 CST9 0.617750728484181 0.898948293003636 0.894961001916186 0.883191005966876 0.863852270723428 0.796181513606351 0.65757675818367 0.454871492946057
chr20 CST5 0.374848406074277 0.255126321048599 0.258434268928489 0.268329117995817 0.284471044759021 0.331341219453823 0.403396816569933 0.5821057471517
chr20 CST7 0.631881568249951 0.485924759266148 0.488818154768212 0.497538692314703 0.512172913067505 0.559229367320451 0.631349390625332 0.751263386111064
chr20 APMAP 1 1 1 1 1 1 1 0.942307384020816
chr20 ACSS1 0.427762222303217 0.569479891096628 0.565601446065516 0.553942472574158 0.534471295977571 0.473093330012335 0.3899000191832 0.297165717227244
chr20 VSX1 0.609809325867535 0.639059304979072 0.638672506746574 0.636849178916134 0.631600654641608 0.598208834612965 0.523159352255028 0.426316630627575
chr20 ENTPD6 0.202492372841885 0.141190619572983 0.141143943142184 0.141038776120168 0.140977110296752 0.141680650339085 0.14527713391792 0.159757423499071
chr20 PYGB 0.520830321219811 0.360718665928229 0.362526454716547 0.367887557825026 0.37650609028369 0.399996621147735 0.425516292657113 0.459945375792105
chr20 ABHD12 0.378099905955281 0.383010545088349 0.38066776798092 0.373494925566154 0.360999240876584 0.318706906409946 0.269167877352362 0.23786287332718
chr20 NINL 1 0.925704930965589 0.937427712659596 0.976770355657106 1 1 1 0.85223547746578
chr20 ZNF337 0.630911468707897 0.420124956187948 0.423752421545027 0.434248710357489 0.449114144286739 0.468247767759641 0.470583583119585 0.474644211123331
chr20 ID1 1 1 1 1 1 1 1 0.795125866941052
chr20 COX4I2 0.53258281927616 1 1 0.963406290959771 0.912153920101132 0.77058159377119 0.572594491395107 0.371949399303668
chr20 DUSP15 0.592582310245915 0.66683271035055 0.665409331038558 0.660605103644768 0.650891435524347 0.607597854405411 0.524023291760692 0.414941594392353
chr20 TTLL9 0.0219255034953653 0.292445109818679 0.268287826651024 0.206326219330355 0.133138295932819 0.0427480707812514 0.0190948055386133 0.0121457871494656
chr20 CCM2L 0.333240341841738 0.243364025110584 0.244351939272893 0.2473624870605 0.252529047428659 0.27014286013203 0.299939178009872 0.361795698065983
chr20 ASXL1 0.439089832710473 0.294896160207477 0.295155856110515 0.295807853544894 0.296153582670151 0.290202791104807 0.281759999861215 0.292432490726047
chr20 EFCAB8 0.351751933531954 0.372082030553864 0.367641422949968 0.354266378152572 0.331139378594143 0.264985163980256 0.224109451107527 0.211942049929492
chr20 SUN5 0.464780185669779 0.549302774429548 0.546850241151713 0.539109347534353 0.524949705926438 0.471726641043519 0.391996169234767 0.314345049011441
chr20 BPIFB2 0.881887305405958 1 1 1 1 1 1 0.73584702801167
chr20 BPIFB6 0.482428894141839 0.635209243610292 0.631773874218117 0.621246548609521 0.602996222875444 0.54029308342997 0.446625966329698 0.340473972566552
chr20 BPIFB3 0.107713694871163 0.0722048033606645 0.0731325901998946 0.0760512691972163 0.0813766855378985 0.102399281286635 0.147174565847593 0.27626186482844
chr20 BPIFB4 0.223521075470826 0.697707321861644 0.679035762555658 0.624472828959203 0.539462213574341 0.331905364723655 0.193217064606792 0.131758093277721
chr20 CDK5RAP1 0.817247078370501 0.715268072141367 0.717744323750992 0.725179363974166 0.737579863067325 0.777068943461203 0.836454906120484 0.913359088110786
chr20 NECAB3 0.439198981514815 0.510087471051867 0.507431257012395 0.499370602697358 0.485670870532967 0.440858837850185 0.377171117990875 0.303272580100031
chr20 C20orf144 0.595833820644208 0.785772654154594 0.782675455280039 0.773276227053928 0.757167266896118 0.700323063360963 0.598890255220009 0.447908750412141
chr20 ACTL10 0.533560294649794 0.368009843148641 0.371933805284487 0.383950557106603 0.404706919969825 0.475565156192616 0.596532181697777 0.97928018646274
chr20 PXMP4 0.19569786476911 0.207577728875665 0.20612382956087 0.201839444468977 0.19496565976069 0.175433888724918 0.153229261759322 0.133991561516961
