Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
ENSG00000178591	damaging_missense	1e-04	0.661003567881704	0.661003567881704	0.661003567881704	-0.0477158838938744	0.108809203679344	1	0	1	0	1
ENSG00000178591	damaging_missense	0.001	0.661003567881704	0.661003567881704	0.661003567881704	-0.0477158838938744	0.108809203679344	1	0	1	0	1
ENSG00000178591	damaging_missense	0.01	0.661003567881704	0.661003567881704	0.661003567881704	-0.0477158838938744	0.108809203679344	1	0	1	0	1
ENSG00000178591	pLoF	1e-04	0.769940190126779	0.937565163212603	0.584284961195116	0.000862849669068399	0.0110155017782201	205	15	190	5	4
ENSG00000178591	pLoF	0.001	0.769940190126779	0.937565163212603	0.584284961195116	0.000862849669068399	0.0110155017782201	205	15	190	5	4
ENSG00000178591	pLoF	0.01	0.769940190126779	0.937565163212603	0.584284961195116	0.000862849669068399	0.0110155017782201	205	15	190	5	4
ENSG00000178591	synonymous	1e-04	0.018310479006319	0.011773775692313	0.0698313368839738	0.0319849944159953	0.0126982371728716	150	19	131	3	31
ENSG00000178591	synonymous	0.001	0.329402441520527	0.228663417684524	0.51538433268902	0.00776955590934895	0.00645414349989592	575	51	524	4	31
ENSG00000178591	synonymous	0.01	0.329402441520527	0.228663417684524	0.51538433268902	0.00776955590934895	0.00645414349989592	575	51	524	4	31
ENSG00000178591	pLoF;damaging_missense	1e-04	0.760191802368277	0.97303563490597	0.572812693560463	0.000373547128495067	0.0110512797464566	206	15	191	5	5
ENSG00000178591	pLoF;damaging_missense	0.001	0.760191802368277	0.97303563490597	0.572812693560463	0.000373547128495067	0.0110512797464566	206	15	191	5	5
ENSG00000178591	pLoF;damaging_missense	0.01	0.760191802368277	0.97303563490597	0.572812693560463	0.000373547128495067	0.0110512797464566	206	15	191	5	5
ENSG00000178591	damaging_missense;pLoF;synonymous	1e-04	0.162248209249936	0.0950153688886926	0.293345311678579	0.0138227265624167	0.00827948651348876	356	34	322	8	36
ENSG00000178591	damaging_missense;pLoF;synonymous	0.001	0.448827022242181	0.291655030733683	0.682284471151563	0.00585787351180578	0.00555513066746898	781	66	715	9	36
ENSG00000178591	damaging_missense;pLoF;synonymous	0.01	0.448827022242181	0.291655030733683	0.682284471151563	0.00585787351180578	0.00555513066746898	781	66	715	9	36
ENSG00000178591	Cauchy	NA	0.280060059888925	0.778803558483198	0.485492083440199	NA	NA	NA	NA	NA	NA	NA
ENSG00000125788	damaging_missense	1e-04	0.317584271780901	0.355466090455433	0.211703366769427	-0.0204988165857666	0.0221839337705924	46	2	44	2	8
ENSG00000125788	damaging_missense	0.001	0.306944088344295	0.204971328528718	0.358367430215877	-0.0121750862089797	0.00960547967315898	269	14	255	4	8
ENSG00000125788	damaging_missense	0.01	0.306944088344295	0.204971328528718	0.358367430215877	-0.0121750862089797	0.00960547967315898	269	14	255	4	8
ENSG00000125788	pLoF	1e-04	0.456841164213996	0.456841164213996	0.456841164213996	-0.0447462187274813	0.0601380491576344	6	0	6	0	4
ENSG00000125788	pLoF	0.001	0.456841164213996	0.456841164213996	0.456841164213996	-0.0447462187274813	0.0601380491576344	6	0	6	0	4
ENSG00000125788	pLoF	0.01	0.456841164213996	0.456841164213996	0.456841164213996	-0.0447462187274813	0.0601380491576344	6	0	6	0	4
ENSG00000125788	synonymous	1e-04	0.156459616778203	0.092682871194274	0.48573805307791	0.0200679773260737	0.0119351917042931	180	18	162	6	17
ENSG00000125788	synonymous	0.001	0.745708732407146	0.912939475954534	0.58691425790391	-0.000750455028414051	0.00686402615415878	794	57	737	9	17
ENSG00000125788	synonymous	0.01	0.745708732407146	0.912939475954534	0.58691425790391	-0.000750455028414051	0.00686402615415878	794	57	737	9	17
ENSG00000125788	pLoF;damaging_missense	1e-04	0.218471914540139	0.260837138677929	0.141622394400539	-0.0234055873594398	0.0208157963041572	52	2	50	2	12
ENSG00000125788	pLoF;damaging_missense	0.001	0.261268740942443	0.171010677553175	0.326425061584138	-0.0129850581670373	0.00948532079371727	275	14	261	4	12
ENSG00000125788	pLoF;damaging_missense	0.01	0.261268740942443	0.171010677553175	0.326425061584138	-0.0129850581670373	0.00948532079371727	275	14	261	4	12
ENSG00000125788	damaging_missense;pLoF;synonymous	1e-04	0.539763142603854	0.367680544234012	0.357166459893793	0.00932883098890715	0.0103558569630456	232	20	212	8	29
ENSG00000125788	damaging_missense;pLoF;synonymous	0.001	0.684996403117619	0.494177211657205	0.573814429295901	-0.00387460560137858	0.00566727885720097	1069	71	998	13	29
ENSG00000125788	damaging_missense;pLoF;synonymous	0.01	0.684996403117619	0.494177211657205	0.573814429295901	-0.00387460560137858	0.00566727885720097	1069	71	998	13	29
ENSG00000125788	Cauchy	NA	0.416894685916308	0.406470858982486	0.38920735190402	NA	NA	NA	NA	NA	NA	NA
ENSG00000088782	damaging_missense	1e-04	0.931548340300423	0.931548340300423	0.931548340300423	-0.003487813105935	0.0406046235699301	14	1	13	0	6
ENSG00000088782	damaging_missense	0.001	0.931548340300423	0.931548340300423	0.931548340300423	-0.003487813105935	0.0406046235699301	14	1	13	0	6
ENSG00000088782	damaging_missense	0.01	0.931548340300423	0.931548340300423	0.931548340300423	-0.003487813105935	0.0406046235699301	14	1	13	0	6
ENSG00000088782	synonymous	1e-04	0.344005230900851	0.405798491544873	0.226539051561719	0.0142981268712486	0.0171995113693138	82	8	74	3	10
