Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
ENSG00000178591	damaging_missense	1e-04	0.368952779886179	0.368952779886179	0.368952779886179	0.0723074130071685	0.0804813664529561	1	1	0	0	1
ENSG00000178591	damaging_missense	0.001	0.368952779886179	0.368952779886179	0.368952779886179	0.0723074130071685	0.0804813664529561	1	1	0	0	1
ENSG00000178591	damaging_missense	0.01	0.368952779886179	0.368952779886179	0.368952779886179	0.0723074130071685	0.0804813664529561	1	1	0	0	1
ENSG00000178591	pLoF	1e-04	0.0273536409301657	0.691983741776509	0.0159564120125479	0.00255973398948991	0.00646129207907118	205	62	143	5	4
ENSG00000178591	pLoF	0.001	0.0273536409301657	0.691983741776509	0.0159564120125479	0.00255973398948991	0.00646129207907118	205	62	143	5	4
ENSG00000178591	pLoF	0.01	0.0273536409301657	0.691983741776509	0.0159564120125479	0.00255973398948991	0.00646129207907118	205	62	143	5	4
ENSG00000178591	synonymous	1e-04	0.844007368054531	0.840679105378936	0.697260722899476	0.00153409870937411	0.00763138656909113	150	45	105	3	31
ENSG00000178591	synonymous	0.001	1	0.897829146713711	0.940029159127772	0.000502970915899296	0.00391709235165834	575	176	399	4	31
ENSG00000178591	synonymous	0.01	1	0.897829146713711	0.940029159127772	0.000502970915899296	0.00391709235165834	575	176	399	4	31
ENSG00000178591	pLoF;damaging_missense	1e-04	0.0257112957654421	0.640586012901679	0.0149750414455475	0.00301324671176159	0.00645401220286473	206	63	143	5	5
ENSG00000178591	pLoF;damaging_missense	0.001	0.0257112957654421	0.640586012901679	0.0149750414455475	0.00301324671176159	0.00645401220286473	206	63	143	5	5
ENSG00000178591	pLoF;damaging_missense	0.01	0.0257112957654421	0.640586012901679	0.0149750414455475	0.00301324671176159	0.00645401220286473	206	63	143	5	5
ENSG00000178591	damaging_missense;pLoF;synonymous	1e-04	0.134163585731014	0.627896749986767	0.0777987642780501	0.00238891138011802	0.00492874781152655	356	108	248	8	36
ENSG00000178591	damaging_missense;pLoF;synonymous	0.001	0.623912145532106	0.726688576872652	0.433278641579569	0.00116312651083528	0.00332765073665667	781	239	542	9	36
ENSG00000178591	damaging_missense;pLoF;synonymous	0.01	0.623912145532106	0.726688576872652	0.433278641579569	0.00116312651083528	0.00332765073665667	781	239	542	9	36
ENSG00000178591	Cauchy	NA	0.385669436481631	0.716963444468899	0.0402273448084722	NA	NA	NA	NA	NA	NA	NA
ENSG00000125788	damaging_missense	1e-04	0.377305947641088	0.25637874070565	0.477968994650242	-0.0154985856509551	0.0136552398119239	46	11	35	2	8
ENSG00000125788	damaging_missense	0.001	0.314519627417443	0.413620149925755	0.211400617146446	-0.00466835074319019	0.00571024444221146	269	72	197	4	8
ENSG00000125788	damaging_missense	0.01	0.314519627417443	0.413620149925755	0.211400617146446	-0.00466835074319019	0.00571024444221146	269	72	197	4	8
ENSG00000125788	pLoF	1e-04	0.934627482981842	0.934627482981842	0.934627482981842	0.00308579229960236	0.0376205185603845	6	2	4	0	4
ENSG00000125788	pLoF	0.001	0.934627482981842	0.934627482981842	0.934627482981842	0.00308579229960236	0.0376205185603845	6	2	4	0	4
ENSG00000125788	pLoF	0.01	0.934627482981842	0.934627482981842	0.934627482981842	0.00308579229960236	0.0376205185603845	6	2	4	0	4
ENSG00000125788	synonymous	1e-04	1	0.910063428129416	0.858840853914534	0.000809282368306961	0.00716441976031059	180	50	130	6	17
ENSG00000125788	synonymous	0.001	0.884654770654827	0.7682153381982	0.952663896676066	-0.00121287992903096	0.00411550157799361	794	225	569	9	17
ENSG00000125788	synonymous	0.01	0.884654770654827	0.7682153381982	0.952663896676066	-0.00121287992903096	0.00411550157799361	794	225	569	9	17
ENSG00000125788	pLoF;damaging_missense	1e-04	0.433264555137128	0.298818412106093	0.537730166122248	-0.0133386811493709	0.0128383625239616	52	13	39	2	12
ENSG00000125788	pLoF;damaging_missense	0.001	0.329070404499026	0.426061756129914	0.220345491972338	-0.00449360246170792	0.00564559187926822	275	74	201	4	12
ENSG00000125788	pLoF;damaging_missense	0.01	0.329070404499026	0.426061756129914	0.220345491972338	-0.00449360246170792	0.00564559187926822	275	74	201	4	12
ENSG00000125788	damaging_missense;pLoF;synonymous	1e-04	0.868147076610861	0.689388663719297	0.863801421912584	-0.00247548064976706	0.00619358163728849	232	63	169	8	29
ENSG00000125788	damaging_missense;pLoF;synonymous	0.001	0.73315374568075	0.542910600725037	0.780482787671293	-0.0020581552379944	0.00338280079431662	1069	299	770	13	29
ENSG00000125788	damaging_missense;pLoF;synonymous	0.01	0.73315374568075	0.542910600725037	0.780482787671293	-0.0020581552379944	0.00338280079431662	1069	299	770	13	29
ENSG00000125788	Cauchy	NA	1	0.781567410021248	0.850511894751324	NA	NA	NA	NA	NA	NA	NA
ENSG00000088782	damaging_missense	1e-04	0.466505249820911	0.466505249820911	0.466505249820911	-0.0183171071728821	0.0251547459483268	14	3	11	0	6
ENSG00000088782	damaging_missense	0.001	0.466505249820911	0.466505249820911	0.466505249820911	-0.0183171071728821	0.0251547459483268	14	3	11	0	6
ENSG00000088782	damaging_missense	0.01	0.466505249820911	0.466505249820911	0.466505249820911	-0.0183171071728821	0.0251547459483268	14	3	11	0	6
ENSG00000088782	synonymous	1e-04	0.795164843942998	0.628955224595546	0.726164830109944	0.00513899841793814	0.0106353905772703	82	25	57	3	10
ENSG00000088782	synonymous	0.001	1	0.983755786626865	0.877537763739935	-0.000140492747273778	0.00690025714925015	294	85	209	4	10
ENSG00000088782	synonymous	0.01	1	0.983755786626865	0.877537763739935	-0.000140492747273778	0.00690025714925015	294	85	209	4	10
ENSG00000088782	pLoF;damaging_missense	1e-04	0.466505249820911	0.466505249820911	0.466505249820911	-0.0183171071728821	0.0251547459483268	14	3	11	0	6
ENSG00000088782	pLoF;damaging_missense	0.001	0.466505249820911	0.466505249820911	0.466505249820911	-0.0183171071728821	0.0251547459483268	14	3	11	0	6
ENSG00000088782	pLoF;damaging_missense	0.01	0.466505249820911	0.466505249820911	0.466505249820911	-0.0183171071728821	0.0251547459483268	14	3	11	0	6
ENSG00000088782	damaging_missense;pLoF;synonymous	1e-04	1	0.8723534669476	0.877712018575846	0.00158624626851473	0.00987270880494325	96	28	68	3	16
ENSG00000088782	damaging_missense;pLoF;synonymous	0.001	1	0.857518127415817	0.932690568892645	-0.000969576596542785	0.00540050666868138	308	88	220	4	16
ENSG00000088782	damaging_missense;pLoF;synonymous	0.01	1	0.857518127415817	0.932690568892645	-0.000969576596542785	0.00540050666868138	308	88	220	4	16
ENSG00000088782	Cauchy	NA	1	0.917877448063511	0.80396233294743	NA	NA	NA	NA	NA	NA	NA
ENSG00000185982	damaging_missense	1e-04	0.299128477314803	0.198008674339185	0.599042509048214	0.0106170416092835	0.00824787519152688	123	45	78	2	10
ENSG00000185982	damaging_missense	0.001	0.299128477314803	0.198008674339185	0.599042509048214	0.0106170416092835	0.00824787519152688	123	45	78	2	10
