Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
ENSG00000188992	damaging_missense	1e-04	0.758223282297334	0.63372468109439	0.837581058860997	-0.00659390620506394	0.0138384721587373	47	12	35	1	14
ENSG00000188992	damaging_missense	0.001	0.758223282297334	0.63372468109439	0.837581058860997	-0.00659390620506394	0.0138384721587373	47	12	35	1	14
ENSG00000188992	damaging_missense	0.01	0.758223282297334	0.63372468109439	0.837581058860997	-0.00659390620506394	0.0138384721587373	47	12	35	1	14
ENSG00000188992	pLoF	1e-04	0.881546312667871	0.881546312667871	0.881546312667871	0.00282163710183334	0.0189359827638104	24	7	17	0	8
ENSG00000188992	pLoF	0.001	0.881546312667871	0.881546312667871	0.881546312667871	0.00282163710183334	0.0189359827638104	24	7	17	0	8
ENSG00000188992	pLoF	0.01	0.881546312667871	0.881546312667871	0.881546312667871	0.00282163710183334	0.0189359827638104	24	7	17	0	8
ENSG00000188992	synonymous	1e-04	0.812214996059516	0.666321911004273	0.921270976810893	0.00359093165568272	0.00832773587628807	130	37	93	2	27
ENSG00000188992	synonymous	0.001	0.0645541067797128	0.0561134170525396	0.0463125846217133	0.0116453669939072	0.0060965599496062	239	80	159	3	27
ENSG00000188992	synonymous	0.01	0.0645541067797128	0.0561134170525396	0.0463125846217133	0.0116453669939072	0.0060965599496062	239	80	159	3	27
ENSG00000188992	pLoF;damaging_missense	1e-04	0.85323998552364	0.766378278168732	0.935859792080242	-0.00332456428885944	0.0111894650819615	71	19	52	1	22
ENSG00000188992	pLoF;damaging_missense	0.001	0.85323998552364	0.766378278168732	0.935859792080242	-0.00332456428885944	0.0111894650819615	71	19	52	1	22
ENSG00000188992	pLoF;damaging_missense	0.01	0.85323998552364	0.766378278168732	0.935859792080242	-0.00332456428885944	0.0111894650819615	71	19	52	1	22
ENSG00000188992	damaging_missense;pLoF;synonymous	1e-04	1	0.867107520359752	0.91832821007996	0.001125725206026	0.00672742832207109	201	56	145	3	49
ENSG00000188992	damaging_missense;pLoF;synonymous	0.001	0.145808266613809	0.124746390478279	0.0936700926939785	0.0082208742531622	0.00535508663556637	310	99	211	4	49
ENSG00000188992	damaging_missense;pLoF;synonymous	0.01	0.145808266613809	0.124746390478279	0.0936700926939785	0.0082208742531622	0.00535508663556637	310	99	211	4	49
ENSG00000188992	Cauchy	NA	0.968311601695693	0.481250831329593	0.752692797812405	NA	NA	NA	NA	NA	NA	NA
ENSG00000185272	damaging_missense	1e-04	0.80139166722412	0.870311944798209	0.644663003741535	0.00193288554899941	0.0118391446438892	70	18	52	2	15
ENSG00000185272	damaging_missense	0.001	0.80139166722412	0.870311944798209	0.644663003741535	0.00193288554899941	0.0118391446438892	70	18	52	2	15
ENSG00000185272	damaging_missense	0.01	0.80139166722412	0.870311944798209	0.644663003741535	0.00193288554899941	0.0118391446438892	70	18	52	2	15
ENSG00000185272	pLoF	1e-04	0.161367323617826	0.693776940101852	0.111822178295948	0.00478428617077033	0.012151041063768	56	18	38	1	11
ENSG00000185272	pLoF	0.001	0.00885275347393188	0.0107390463957563	0.00776350765319545	0.012762075469309	0.00500262176067891	352	122	230	2	11
ENSG00000185272	pLoF	0.01	0.00885275347393188	0.0107390463957563	0.00776350765319545	0.012762075469309	0.00500262176067891	352	122	230	2	11
ENSG00000185272	synonymous	1e-04	0.557107550194055	0.37147568501396	0.785633809063026	-0.00463173063626773	0.00518257285911884	323	89	234	7	41
ENSG00000185272	synonymous	0.001	0.557107550194055	0.37147568501396	0.785633809063026	-0.00463173063626773	0.00518257285911884	323	89	234	7	41
ENSG00000185272	synonymous	0.01	0.27889509479837	0.209643822054923	0.340133622050849	-0.0023980273208319	0.00191147108221343	2740	758	1982	8	41
ENSG00000185272	pLoF;damaging_missense	1e-04	0.745357499880849	0.697015803262549	0.574747323153171	0.0033082644977873	0.00849684816800567	126	36	90	3	26
ENSG00000185272	pLoF;damaging_missense	0.001	0.0119400941458171	0.0158184142713935	0.00965781619706552	0.0111148046480666	0.00460606849849772	422	140	282	4	26
ENSG00000185272	pLoF;damaging_missense	0.01	0.0119400941458171	0.0158184142713935	0.00965781619706552	0.0111148046480666	0.00460606849849772	422	140	282	4	26
ENSG00000185272	damaging_missense;pLoF;synonymous	1e-04	0.805899695695581	0.601752169111233	0.720899956604989	-0.00232192362537877	0.00444913134422154	445	124	321	10	67
ENSG00000185272	damaging_missense;pLoF;synonymous	0.001	0.0258053912003521	0.212585851355277	0.0151770236303582	0.00429975346403614	0.00344949868973387	741	228	513	11	67
ENSG00000185272	damaging_missense;pLoF;synonymous	0.01	0.279583436961385	0.824956282145166	0.191413685950911	-0.00038622796380513	0.00174625615722562	3158	897	2261	12	67
ENSG00000185272	Cauchy	NA	0.0354774694733726	0.0511386145430283	0.0282564501258346	NA	NA	NA	NA	NA	NA	NA
ENSG00000155304	damaging_missense	1e-04	0.239534222952596	0.628472948663152	0.168771738290563	0.0071662656864784	0.0148100884886843	38	13	25	1	12
