Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
DEFB125	lof	1e-04	0.484701705274169	0.342647852113825	0.58440468931519	0.0116171300686875	0.0122421345898466	169	15	154	3	0
DEFB125	lof	0.001	0.484701705274169	0.342647852113825	0.58440468931519	0.0116171300686875	0.0122421345898466	169	15	154	3	0
DEFB125	lof	0.01	0.484701705274169	0.342647852113825	0.58440468931519	0.0116171300686875	0.0122421345898466	169	15	154	3	0
DEFB125	missense;lof	1e-04	0.918370302680194	0.983333677408074	0.749605508583033	0.000171083560607912	0.00818986933442169	555	40	515	13	0
DEFB125	missense;lof	0.001	0.918370302680194	0.983333677408074	0.749605508583033	0.000171083560607912	0.00818986933442169	555	40	515	13	0
DEFB125	missense;lof	0.01	0.829924263302275	0.732107946329664	0.689037965948862	0.000873326184393907	0.00255117705740639	4327	320	4007	15	0
DEFB125	missense;lof;synonymous	1e-04	0.540849949233277	0.347172777917422	0.365583411512614	0.00596787817407682	0.00634821693239631	612	50	562	15	0
DEFB125	missense;lof;synonymous	0.001	0.725788519054691	0.508798164133244	0.704198378512514	0.00320443735417299	0.00484998903436562	1037	82	955	16	0
DEFB125	missense;lof;synonymous	0.01	0.698559747608987	0.527465343100143	0.729833830366041	0.00151372637064173	0.00239559181167862	4809	362	4447	18	0
DEFB125	Cauchy	NA	0.780011338810488	0.924113415996837	0.652167323712768	NA	NA	NA	NA	NA	NA	NA
DEFB126	lof	0.001	0.532214454358778	0.380490193935427	0.567105651380558	-0.00792859092745382	0.00904065007212209	313	18	295	3	0
DEFB126	lof	0.01	0.532214454358778	0.380490193935427	0.567105651380558	-0.00792859092745382	0.00904065007212209	313	18	295	3	0
DEFB126	missense;lof	1e-04	0.811803773501714	0.637680455576611	0.831580202487556	0.00543996445111788	0.0115511824749075	188	15	173	4	0
DEFB126	missense;lof	0.001	0.610224149557106	0.408869933413685	0.757092130905501	-0.004324669092539	0.00523641264701728	913	59	854	10	0
DEFB126	missense;lof	0.01	0.610224149557106	0.408869933413685	0.757092130905501	-0.004324669092539	0.00523641264701728	913	59	854	10	0
DEFB126	missense;lof;synonymous	1e-04	0.752648265417426	0.552749350364042	0.913148297655095	0.00554155220658865	0.00933478602827581	289	23	266	7	0
DEFB126	missense;lof;synonymous	0.001	0.567913549273314	0.386771189722905	0.753809526050559	-0.00457204214872667	0.00528261972483634	1628	106	1522	16	0
DEFB126	missense;lof;synonymous	0.01	0.567913549273314	0.386771189722905	0.753809526050559	-0.00457204214872667	0.00528261972483634	1628	106	1522	16	0
DEFB126	Cauchy	NA	0.643237151362051	0.441341847587626	0.78289525114477	NA	NA	NA	NA	NA	NA	NA
DEFB127	missense;lof	1e-04	0.386110992110007	0.263207390634848	0.54679008811996	0.00851053510653412	0.00760655415232211	122	15	107	3	0
DEFB127	missense;lof	0.001	0.386110992110007	0.263207390634848	0.54679008811996	0.00851053510653412	0.00760655415232211	122	15	107	3	0
DEFB127	missense;lof	0.01	0.386110992110007	0.263207390634848	0.54679008811996	0.00851053510653412	0.00760655415232211	122	15	107	3	0
DEFB127	missense;lof;synonymous	1e-04	0.519610339155854	0.358233677163519	0.870689124422672	0.00397391665959759	0.00432541739654288	155	20	135	4	0
DEFB127	missense;lof;synonymous	0.001	0.190131093630877	0.120354537990828	0.310759112546183	0.0125888388123596	0.00810464339839006	367	35	332	5	0
DEFB127	missense;lof;synonymous	0.01	0.190131093630877	0.120354537990828	0.310759112546183	0.0125888388123596	0.00810464339839006	367	35	332	5	0
DEFB127	Cauchy	NA	0.312822870913826	0.199726626114506	0.573802038333293	NA	NA	NA	NA	NA	NA	NA
DEFB128	lof	1e-04	0.864946087253493	0.730880319031823	1	0.00465585649003995	0.0135362472467195	122	11	111	3	0
DEFB128	lof	0.001	0.864946087253493	0.730880319031823	1	0.00465585649003995	0.0135362472467195	122	11	111	3	0
