Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
ENSG00000188992	damaging_missense	1e-04	0.736114565497887	0.608191769126056	0.805469038923065	-0.00708153692944381	0.0138134205007109	47	12	35	1	14
ENSG00000188992	damaging_missense	0.001	0.736114565497887	0.608191769126056	0.805469038923065	-0.00708153692944381	0.0138134205007109	47	12	35	1	14
ENSG00000188992	damaging_missense	0.01	0.736114565497887	0.608191769126056	0.805469038923065	-0.00708153692944381	0.0138134205007109	47	12	35	1	14
ENSG00000188992	pLoF	1e-04	0.906547627028082	0.906547627028082	0.906547627028082	0.00221906234377246	0.0189026466349358	24	7	17	0	8
ENSG00000188992	pLoF	0.001	0.906547627028082	0.906547627028082	0.906547627028082	0.00221906234377246	0.0189026466349358	24	7	17	0	8
ENSG00000188992	pLoF	0.01	0.906547627028082	0.906547627028082	0.906547627028082	0.00221906234377246	0.0189026466349358	24	7	17	0	8
ENSG00000188992	synonymous	1e-04	0.819987690609897	0.675722375350664	0.928768504839676	0.00348681313348953	0.00833552808642715	130	37	93	2	27
ENSG00000188992	synonymous	0.001	0.0652707975255242	0.0576842245194072	0.0470913702685825	0.0115819800672505	0.00610191294443062	239	80	159	3	27
ENSG00000188992	synonymous	0.01	0.0652707975255242	0.0576842245194072	0.0470913702685825	0.0115819800672505	0.00610191294443062	239	80	159	3	27
ENSG00000188992	pLoF;damaging_missense	1e-04	0.826913770034739	0.730111113536454	0.897333563938765	-0.00385242789116964	0.0111671785253112	71	19	52	1	22
ENSG00000188992	pLoF;damaging_missense	0.001	0.826913770034739	0.730111113536454	0.897333563938765	-0.00385242789116964	0.0111671785253112	71	19	52	1	22
ENSG00000188992	pLoF;damaging_missense	0.01	0.826913770034739	0.730111113536454	0.897333563938765	-0.00385242789116964	0.0111671785253112	71	19	52	1	22
ENSG00000188992	damaging_missense;pLoF;synonymous	1e-04	1	0.898630994534649	0.924052973452155	0.000861464881069917	0.00676237217831967	201	56	145	3	49
ENSG00000188992	damaging_missense;pLoF;synonymous	0.001	0.150373674010759	0.133538097838856	0.0953326098679816	0.00803634975592368	0.00535651434949162	310	99	211	4	49
ENSG00000188992	damaging_missense;pLoF;synonymous	0.01	0.150373674010759	0.133538097838856	0.0953326098679816	0.00803634975592368	0.00535651434949162	310	99	211	4	49
ENSG00000188992	Cauchy	NA	0.979061962882863	0.539693728288779	0.712036345702652	NA	NA	NA	NA	NA	NA	NA
ENSG00000185272	damaging_missense	1e-04	0.770801236438829	0.857161190545153	0.609795003346516	0.0021353622109761	0.0118638472860446	70	18	52	2	15
ENSG00000185272	damaging_missense	0.001	0.770801236438829	0.857161190545153	0.609795003346516	0.0021353622109761	0.0118638472860446	70	18	52	2	15
ENSG00000185272	damaging_missense	0.01	0.770801236438829	0.857161190545153	0.609795003346516	0.0021353622109761	0.0118638472860446	70	18	52	2	15
ENSG00000185272	pLoF	1e-04	0.157084256666081	0.702647317038345	0.108786809099982	0.00464278845240157	0.0121618776173391	56	18	38	1	11
ENSG00000185272	pLoF	0.001	0.00763381143245911	0.00956663482549547	0.00669175735271554	0.0129814049663566	0.00500997444934117	352	122	230	2	11
ENSG00000185272	pLoF	0.01	0.00763381143245911	0.00956663482549547	0.00669175735271554	0.0129814049663566	0.00500997444934117	352	122	230	2	11
ENSG00000185272	synonymous	1e-04	0.525682369733019	0.346439744261357	0.789628516871471	-0.00487631725079865	0.00517921062592757	323	89	234	7	41
ENSG00000185272	synonymous	0.001	0.525682369733019	0.346439744261357	0.789628516871471	-0.00487631725079865	0.00517921062592757	323	89	234	7	41
ENSG00000185272	synonymous	0.01	0.27615982395144	0.207571517801847	0.347314806246193	-0.00240921709793562	0.001911665481503	2740	758	1982	8	41
ENSG00000185272	pLoF;damaging_missense	1e-04	0.735389698826656	0.694316199141466	0.564365489379601	0.00334688961094739	0.00851616225323949	126	36	90	3	26
ENSG00000185272	pLoF;damaging_missense	0.001	0.0101914915275522	0.0140132940399915	0.0083138003374047	0.0113365085066425	0.004614109244569	422	140	282	4	26
ENSG00000185272	pLoF;damaging_missense	0.01	0.0101914915275522	0.0140132940399915	0.0083138003374047	0.0113365085066425	0.004614109244569	422	140	282	4	26
ENSG00000185272	damaging_missense;pLoF;synonymous	1e-04	0.782232925415738	0.573608706793208	0.741195671794432	-0.00250416540905344	0.00444991340376862	445	124	321	10	67
ENSG00000185272	damaging_missense;pLoF;synonymous	0.001	0.0226839097208121	0.213392312544454	0.0133510846986196	0.00429513292555806	0.00345187044964168	741	228	513	11	67
ENSG00000185272	damaging_missense;pLoF;synonymous	0.01	0.278753162793044	0.832390618482359	0.19084533390996	-0.000369290376803421	0.00174492749566581	3158	897	2261	12	67
ENSG00000185272	Cauchy	NA	0.0301950159726606	0.0447803865559679	0.0243752344103561	NA	NA	NA	NA	NA	NA	NA
ENSG00000155304	damaging_missense	1e-04	0.246081980183387	0.630746336938223	0.173697415580033	0.00711252125995751	0.0147968939715964	38	13	25	1	12
ENSG00000155304	damaging_missense	0.001	0.246081980183387	0.630746336938223	0.173697415580033	0.00711252125995751	0.0147968939715964	38	13	25	1	12
ENSG00000155304	damaging_missense	0.01	0.246081980183387	0.630746336938223	0.173697415580033	0.00711252125995751	0.0147968939715964	38	13	25	1	12
ENSG00000155304	pLoF	1e-04	1	0.802256380635653	1	-0.00215757161429204	0.00861553675594149	125	33	92	2	33
ENSG00000155304	pLoF	0.001	0.651557516894644	0.481600295510398	0.84793005118514	-0.00459724319743008	0.00653267091362598	207	56	151	3	33
ENSG00000155304	pLoF	0.01	0.651557516894644	0.481600295510398	0.84793005118514	-0.00459724319743008	0.00653267091362598	207	56	151	3	33
ENSG00000155304	synonymous	1e-04	0.402672121865406	0.251207535342996	0.938640107748547	0.00540982820169174	0.00471477052373604	388	127	261	11	68
ENSG00000155304	synonymous	0.001	0.355739212381425	0.227721304715509	0.957664343214949	0.00475204557005544	0.00393952129140996	550	180	370	12	68
