CHR GENE Pval Pval_0.00 Pval_0.01 Pval_0.04 Pval_0.09 Pval_0.025 Pval_0.50 Pval_1.00
chr20 DEFB126 0.20790824524729 0.133447730116451 0.136275360866507 0.145190154778532 0.161383849988705 0.221496859920643 0.326764839329361 0.541004652832791
chr20 DEFB127 0.441427938307247 0.309563048358117 0.309828838365293 0.310395006255272 0.310406777724928 0.303523459153906 0.292743156302641 0.299441734710635
chr20 DEFB128 0.0938008650672155 0.21290215867983 0.207165116958248 0.190838043189365 0.166554542320505 0.11189669260961 0.0745981739580428 0.0566784344931853
chr20 DEFB129 0.682723286500404 0.557073672850612 0.558559407927546 0.562234923860648 0.56614026191475 0.567272013774623 0.556066124508828 0.532039890518663
chr20 DEFB132 0.556246284528446 0.387305737324537 0.392882993598292 0.409373789885582 0.435854136518884 0.512374711028762 0.613755654846854 0.75232166183225
chr20 C20orf96 0.680815351744307 0.728900671268306 0.729339331536576 0.729692800446797 0.727267592306594 0.698615439777393 0.615344667614492 0.486908648856154
chr20 SOX12 0.265448588647909 0.802533147120761 0.787318100099659 0.740784806365599 0.661471670298328 0.42562188955246 0.241067366987482 0.158632959986239
chr20 NRSN2 0.639166299712665 0.787808275040713 0.785879811412717 0.778648752700565 0.762921875898895 0.695217598506162 0.573537681292798 0.438487210131335
chr20 TRIB3 0.350319264153308 0.213205820786259 0.229493371745678 0.244581701792352 0.27456005808901 0.373871661021997 0.526519649528967 0.920306731047474
chr20 RBCK1 1 1 1 1 1 1 1 0.904269300103097
chr20 SCRT2 1 0.941617945568554 0.944031327526475 0.950888689712554 0.96418473808503 1 1 0.812828857121324
chr20 SLC52A3 0.0920685988497465 0.0517619077929985 0.0533649284735803 0.0658795017935665 0.0952693585151498 0.209654250548358 0.381067315270153 0.794157826431292
chr20 FAM110A 0.681111731983163 0.467096467881744 0.473360536143986 0.491829232581136 0.520194271117188 0.583996405902479 0.650551562436578 0.699533421143037
chr20 ANGPT4 0.151173290249036 0.0912907291210908 0.0931629903157906 0.0966379204216548 0.103691872882872 0.126193190382869 0.15264044167856 0.182169511586392
chr20 RSPO4 0.32643277734917 0.680926073303597 0.703047534057816 0.66702812250878 0.601695387223507 0.408690564570227 0.27477486895346 0.206017399180565
chr20 PSMF1 0.60717542587662 0.478487920670522 0.48030602108111 0.484823642164724 0.488327031128104 0.470399263234967 0.433573852773434 0.407475501234862
chr20 RAD21L1 0.169081120687217 0.133634233365739 0.131576496705063 0.125909505547502 0.118028877939042 0.103357987598174 0.0991593344927323 0.108847598481874
chr20 SNPH 0.639222903521141 0.447776455209489 0.472491503646662 0.484761117945265 0.462385315737706 0.487159368682022 0.460806708922383 0.434687669358403
chr20 SDCBP2 0.614159047231117 0.833820303159035 0.832710494818451 0.828429345113286 0.818508847766717 0.760891045936082 0.594163600841349 0.41598269815009
chr20 SIRPB2 0.530831774194438 0.843135421296564 0.836140582022862 0.81490773123263 0.779132423842274 0.664995579586342 0.509574690584545 0.360558332446932
chr20 SIRPD 0.677007823657217 0.520703347049163 0.523380361622214 0.530513607244813 0.538942297391919 0.540053524440666 0.516186706418052 0.482904393124729
chr20 SIRPB1 0.578709085534224 0.417663877082402 0.42126312611207 0.432182541952583 0.450698767854136 0.511099048408956 0.60606776355742 0.786902054951069
chr20 SIRPG 0.209010717878996 0.116356773807288 0.114247878906129 0.12658842028902 0.129607292681283 0.163880341432158 0.218073706980566 0.305641011092645
chr20 SIRPA 0.766502538188585 0.605680883835999 0.608815593310793 0.617204195423923 0.628092813448958 0.643697851483661 0.638517506330001 0.612126975916278
chr20 STK35 1 0.815704376166334 0.822100424485312 0.840084904154362 0.870395831097396 1 1 0.974990153807788
chr20 LOC388780 0.173294463804427 0.1051158000488 0.108687734650772 0.120357654539907 0.142750422277638 0.230024053456204 0.390792272145822 0.974344991053923
chr20 TGM3 0.524584518615044 1 1 1 1 1 1 0.297237001323028
chr20 TGM6 0.999016307963539 1 1 1 1 1 1 1
chr20 ZNF343 0.850035821631989 0.662783276226988 0.675976546551034 0.690505511060465 0.705444255184494 0.740422795724025 0.749578534135464 0.663297116896225
chr20 TMC2 0.373856110251651 0.99694771802565 0.987778262862419 0.985835805906253 0.967265397206624 0.748836540311993 0.545207887292303 0.204974148315396
chr20 NOP56 0.707575697350107 0.629389768297805 0.658209495818422 0.653608597082916 0.654919350742436 0.615270372461768 0.544157002159816 0.479661202198971
chr20 EBF4 0.53527759756185 1 1 1 1 1 0.645680992506696 0.335209193065315
chr20 CPXM1 1 1 1 1 1 1 1 1
chr20 C20orf141 0.163284624651915 0.0953102195305102 0.0954557157933479 0.0962201311211964 0.0985166928009701 0.112005572585374 0.139541195884294 0.190944262560783
chr20 TMEM239 0.583321686880277 0.403594073363348 0.406885447579202 0.416754192427264 0.432940933033154 0.479013469307387 0.532013782161389 0.590206004498386
chr20 PCED1A 0.138494697473322 0.871107364896817 0.851321935037904 0.789886545662606 0.656159893755479 0.287267144626571 0.122651926492865 0.0741595717366884
chr20 VPS16 1 1 1 1 1 1 1 1
chr20 PTPRA 0.179018159130371 0.522064051512452 0.513996379995694 0.456812294507957 0.376568747241208 0.216525266691938 0.133136414582247 0.101179876399461
chr20 GNRH2 0.300306293713683 0.659702371127449 0.648809090839019 0.616306892672245 0.563061623908728 0.411011864597202 0.27114186398738 0.188957084143583
chr20 UBOX5 0.640029781646531 0.426692174330869 0.445781958455156 0.460195223293349 0.48922502092687 0.567820340062919 0.681965221301286 0.888032916287654
chr20 FASTKD5 0.886365526532053 0.702501542109527 0.71193178193106 0.731225511401647 0.744233207676685 0.817536262576976 0.963604323608506 0.789117879008206
chr20 LZTS3 0.759861169146681 0.98460721386922 0.989062147169555 0.989589308313309 0.993593598369312 1 1 0.559165576913055
chr20 DDRGK1 1 1 1 1 1 1 1 0.796984056685193
chr20 SLC4A11 0.96602249835925 0.960501332812147 0.941627555577827 0.986807820896373 0.994268438599982 1 1 1
chr20 C20orf194 0.3649140334292 0.783317369987769 0.773149900101244 0.742120001228463 0.689017432041677 0.517426029907375 0.335623922227453 0.227749693028362
chr20 ATRN 1 0.834326464050044 0.862822407834595 0.888188452151381 0.919570363779997 1 1 1
chr20 GFRA4 0.806689194478111 0.704828238289068 0.708711635229588 0.71863760549415 0.730352102519447 0.746416736425154 0.71461000264655 0.612908253306636
chr20 ADAM33 0.956335683900348 1 1 1 1 1 1 1
chr20 SIGLEC1 0.286919455784039 0.999999999999377 1 1 1 0.674160168400455 0.227746997997425 0.136812027021999
chr20 HSPA12B 0.419365743778568 0.757017501178338 0.746853519834735 0.707631040270089 0.685618428582693 0.550034328855231 0.370611532775936 0.270586217383869
chr20 C20orf27 0.568393184661346 0.809746325595476 0.807670358239173 0.79865716189301 0.775350273080568 0.642817125674619 0.465115569011106 0.36330912528495
chr20 CENPB 0.350019112604435 0.425337779418804 0.420594885672703 0.406439563772524 0.382989316026211 0.312748333345016 0.247397267787346 0.212618913572114
chr20 CDC25B 0.569865640644259 1 1 1 1 1 0.590088727200092 0.345895173438077
chr20 MAVS 0.119169912925489 0.280490835592752 0.273908795918567 0.205635736290661 0.157398085638813 0.106379732390433 0.0876846189883669 0.0741121280687279
chr20 PANK2 0.45250351672615 0.330784452375244 0.332697927739882 0.331642117050499 0.328696332778141 0.312811375440194 0.291504171918694 0.286597628708696
chr20 SMOX 0.373281051636089 0.224583817487565 0.235033214871569 0.252744150898763 0.281817968331018 0.380682356724611 0.533659101302756 0.860147514697646
chr20 ADRA1D 0.735729995839472 0.883341267833216 0.898886693716479 0.907880836431944 0.909087604505503 0.918229692425364 0.823751348050572 0.505161295094288
chr20 PRNP 0.8959131615208 0.987627575621909 0.988508853622136 0.991611576168673 0.999031843044107 1 1 0.73794567370751
chr20 PRND 0.788445549383287 0.618550840499317 0.622658853097422 0.634412928091882 0.652136323619347 0.699500260822145 0.784189798649355 0.842186722202657
chr20 RASSF2 0.450576190388939 0.603300368052333 0.599929019601958 0.589181660443851 0.569114539666687 0.491302507817608 0.383313516642212 0.297691839856346
chr20 SLC23A2 0.842299890466647 0.87441313217186 0.876274968235793 0.881497934936516 0.889903547153985 0.930281899450494 1 0.670865358046559
chr20 TMEM230 0.462508493694872 0.325388373036589 0.325906071955617 0.3271989958099 0.328277589355785 0.323049318201058 0.311618785201715 0.316334383103016
chr20 PCNA 0.0606520407390446 0.0427211847540621 0.0437533752101235 0.0470522234392384 0.0532833724039092 0.080802283467179 0.156145663787566 0.534142287877313
chr20 CDS2 0.386497865872977 0.275660958097732 0.277956993310838 0.28500468462225 0.297274911653106 0.340702150710753 0.419596619357764 0.610044644576388
chr20 PROKR2 0.507199469225348 0.346961023723283 0.322872720194454 0.338034451338015 0.404180206363939 0.484444564824674 0.595913797478828 0.730323439913587
chr20 C20orf196 0.10240427506835 0.426167510612918 0.411623993341839 0.370483284966673 0.309896251727918 0.177648628146277 0.0965544721842164 0.0608668135851357
chr20 CHGB 0.682877373124789 0.519060700989091 0.513796456046843 0.536500178851723 0.572693315355963 0.66823917579662 1 0.910525516759021
chr20 TRMT6 0.716793749890111 1 1 1 1 1 0.803660920374793 0.524982765151117
chr20 MCM8 1 0.812171740415413 0.79790738759485 0.840698715568189 0.861248624963871 1 1 0.846407618300424
chr20 CRLS1 0.64612312832094 0.43952793071499 0.445923330932522 0.465238212745497 0.496970436675931 0.5856172708828 0.705596582532438 0.885543962270886
chr20 LRRN4 0.816809417536592 0.79673971682209 0.794762415917004 0.804099141546234 0.79305481563793 0.884531134705219 1 0.635468005524976
chr20 FERMT1 0.0852579325081299 0.255705867340796 0.25480488177343 0.207438496116784 0.149878717574963 0.074104702385296 0.0521093687169817 0.0459374538300113
chr20 BMP2 0.567100688771153 0.849617779689329 0.841944058105739 0.819664937175166 0.784578726179897 0.684603825807913 0.557012713547564 0.405703578094303
chr20 TMX4 0.554752273238016 0.389328293141449 0.392118002816721 0.400297185201054 0.412957505549283 0.441777460697983 0.465290073939461 0.500986892722055
chr20 PLCB1 0.493630899653554 0.836483776300805 0.838921467410667 0.815281153454373 0.789122749423857 0.645621304138812 0.439024370828514 0.31032238579531
chr20 LAMP5 0.295408286943307 0.177156352648537 0.176759484173513 0.175966958150753 0.175656804907252 0.178237136158898 0.187892869104961 0.213801670543771
chr20 PAK5 0.0868878545723348 0.176363506974731 0.174057135842139 0.152879027591219 0.114152739178466 0.065686502263954 0.0502561119146672 0.0487280292893299
chr20 ANKEF1 0.231665553157083 0.389732547330335 0.376797030757367 0.334433548646297 0.292495884175602 0.176919604918476 0.150685958965102 0.134681268696378
chr20 MKKS 0.186391088741555 0.106109634414092 0.107213325550161 0.108227200503746 0.11166734488803 0.125922184673983 0.151484764844904 0.192496185553521
